0,0,0,1,2,3,4,5,6,7,8,9,10,11,12
1,1,933,0.25,0.5,0,0.25,0.75,0.75,0,0,0.25,0.75,0.75,0.25
1,2,738.01,0,0.75,0.75,0.25,0.25,0.5,0,0.5,0,0.5,0.5,0.5
1,3,988,0.25,0.5,0,0.25,0.25,0.5,0.75,0.5,0.75,0.75,0.25,0
1,4,988,0.5,0,0.5,0,0.25,0.5,0.75,0,0,0.25,0.75,0
1,5,784.01,0.75,0.75,0.5,0.5,0.25,0,0.25,0.25,0.25,0.75,0.75,0.25
1,6,223.02,0.75,0.25,0.5,0,0,0.25,0.25,0.5,0.25,0.5,0.25,0
1,7,12.344,0.5,0.5,0.5,0.75,0.5,0.5,0.5,0.25,0.25,0,0.25,0.5
1,8,988,0.75,0.5,0.5,0.25,0.75,0.5,0.5,0.5,0.75,0.5,0.75,0
1,9,988,0,0.5,0.75,0.25,0.5,0.25,0,0.25,0,0.5,0.75,0.75
1,10,12.344,0,0.75,0.25,0.75,0.25,0,0.25,0,0.5,0.25,0.5,0
1,11,361.01,0.25,0.75,0.75,0.25,0,0.75,0,0.75,0.25,0.5,0.25,0.25
1,12,4.9361,0.25,0,0.75,0,0.75,0,0.75,0.25,0,0.25,0.5,0.25
1,13,460.01,0,0.75,0.75,0,0.5,0.25,0.75,0.25,0.5,0,0.25,0.75
1,14,12.344,0.5,0.5,0.25,0.75,0.5,0.5,0.75,0.5,0.75,0.75,0.5,0.75
1,15,988,0.5,0.25,0.75,0,0.5,0.75,0.75,0.5,0,0.5,0.75,0
1,16,325.01,0.5,0,0.5,0.25,0.25,0.25,0.75,0.5,0.25,0.25,0.25,0
1,17,11.374,0.25,0,0.5,0,0.5,0.25,0.25,0.25,0.5,0,0.25,0.5
1,18,88.048,0.25,0,0.5,0.5,0.25,0,0.75,0.75,0.5,0,0,0.25
1,19,855,0.25,0.75,0.25,0.5,0.75,0.5,0.75,0.25,0.75,0.25,0.75,0
1,20,45.093,0.25,0,0.25,0.75,0.75,0.5,0,0.5,0.25,0.5,0.75,0
1,21,12.344,0.25,0.25,0.75,0.75,0,0.25,0.75,0.25,0.75,0.5,0,0.75
1,22,12.344,0.75,0.25,0.75,0.75,0.25,0.25,0,0.5,0.25,0,0.25,0.25
1,23,12.344,0.5,0,0.5,0.75,0.5,0,0,0.25,0.75,0,0.5,0.5
1,24,913,0.5,0.25,0.5,0.5,0.25,0.25,0.75,0.25,0.25,0.25,0.75,0.5
1,25,988,0,0.5,0.25,0.5,0.25,0.75,0.5,0,0.5,0,0,0.5
1,26,4.1672,0,0.75,0,0.75,0.25,0.5,0,0.75,0,0.5,0.25,0
1,27,988,0.5,0.5,0.5,0,0.25,0.75,0.75,0.5,0.25,0.25,0.5,0.75
1,28,11.374,0.25,0,0.5,0.75,0.5,0.5,0.75,0.75,0.25,0,0.5,0.5
1,29,12.344,0.5,0,0.25,0.75,0,0,0.25,0.5,0.25,0.75,0.5,0
1,30,92.045,0.75,0.25,0,0.75,0.75,0.25,0.75,0.25,0.25,0.5,0.75,0.25
1,31,12.344,0.25,0.5,0.75,0.75,0.5,0.5,0.75,0,0.5,0.75,0.25,0
1,32,88.048,0.5,0,0,0.5,0.5,0,0,0.75,0.75,0.75,0.25,0.75
1,33,889,0.75,0.5,0,0,0,0.25,0.5,0,0.25,0.25,0.75,0.25
1,34,988,0.25,0.25,0.75,0.5,0,0.25,0.5,0,0,0.25,0.25,0
1,35,988,0,0,0.25,0,0.25,0.25,0.75,0.25,0.25,0.75,0.75,0.75
1,36,827.01,0.25,0.25,0.5,0.5,0.5,0,0.75,0.25,0.5,0.75,0.75,0.25
1,37,142.03,0.75,0.5,0.25,0,0.5,0.5,0,0,0.75,0.25,0.25,0.5
1,38,12.344,0.75,0.25,0.5,0.75,0.25,0,0,0.75,0.5,0.75,0,0.5
1,39,978,0.5,0.25,0,0,0.5,0,0.5,0,0,0.25,0.75,0.25
1,40,933,0.5,0.75,0,0.25,0.5,0.75,0.75,0.25,0.5,0,0.25,0.75
1,41,12.344,0,0.75,0,0.5,0,0.75,0,0.25,0.75,0.5,0.25,0.5
1,42,12.344,0.5,0.75,0.5,0,0.25,0,0.75,0.25,0.5,0.25,0.25,0.25
1,43,810.01,0,0.5,0,0.75,0.5,0,0.5,0.75,0.75,0.75,0.75,0.75
1,44,988,0.75,0.5,0.5,0.25,0.25,0.25,0.25,0.75,0.25,0.5,0,0.25
1,45,988,0.5,0.5,0.25,0,0.5,0.5,0.5,0.5,0.25,0,0.75,0
1,46,830.01,0.5,0.75,0,0.25,0,0.75,0.75,0.75,0.25,0.25,0,0.5
1,47,7.574,0.5,0.25,0,0.75,0.5,0.75,0.5,0.75,0.75,0,0.25,0.5
1,48,918,0.75,0.75,0.75,0,0.75,0.25,0.75,0.75,0.75,0,0.75,0.75
1,49,12.344,0,0,0,0.5,0,0.75,0,0.25,0.5,0.5,0.25,0.25
1,50,140.03,0.25,0.5,0.75,0.75,0.25,0.75,0.5,0,0.75,0.5,0.5,0.75
1,51,968,0.25,0.75,0.25,0.25,0.75,0.25,0.25,0,0,0.5,0.75,0
1,52,12.344,0.5,0.5,0.25,0.75,0,0.75,0.25,0,0.5,0.75,0,0.25
1,53,12.344,0.75,0.75,0.75,0.75,0.25,0.25,0.75,0.5,0.5,0.5,0,0.75
1,54,988,0,0.5,0.25,0.25,0.5,0.75,0.75,0,0.75,0,0.75,0.25
1,55,12.344,0.25,0.25,0,0.75,0.5,0,0.5,0.25,0.75,0.75,0.5,0.5
1,56,988,0,0.25,0.5,0,0,0.75,0.5,0.5,0,0,0.5,0
1,57,806.01,0.25,0.25,0,0.75,0.25,0.5,0,0.5,0.25,0.5,0.75,0.75
1,58,950,0.75,0.75,0.5,0.25,0.5,0.75,0.75,0.25,0,0.75,0,0.5
1,59,932,0.25,0.75,0,0.5,0.25,0.5,0.75,0.25,0.25,0.25,0.75,0.5
1,60,821.01,0,0,0.75,0,0,0.5,0,0.75,0,0.5,0.75,0
1,61,879,0.75,0.75,0,0.5,0.25,0.5,0.5,0.5,0,0.75,0,0
1,62,12.344,0.25,0.25,0,0.75,0.25,0.25,0,0.25,0.25,0.25,0,0.25
1,63,205.02,0.25,0.75,0,0.25,0.75,0,0.25,0.75,0.75,0.75,0.25,0.25
1,64,988,0.5,0.25,0.25,0.5,0.5,0.75,0,0.75,0.5,0.5,0,0.75
1,65,12.344,0.5,0,0.75,0.75,0.25,0.25,0.75,0.5,0.5,0.75,0.5,0.75
1,66,825.01,0.5,0.5,0,0,0,0.75,0.25,0.25,0.5,0,0,0.5
1,67,194.02,0.75,0,0,0.5,0.75,0.5,0.75,0.75,0.5,0.25,0,0.5
1,68,416.01,0.75,0.25,0.5,0.5,0,0,0.25,0.25,0,0.25,0,0.5
1,69,988,0.5,0.5,0,0.25,0.5,0.75,0.25,0.5,0.5,0.25,0,0.5
1,70,329.01,0.5,0.75,0.25,0,0.75,0,0.5,0.25,0.75,0.5,0.5,0
2,1,800.01,0,0.25,0.25,0.75,0,0.75,0.75,0.75,0.5,0,0.75,0.75
2,2,369.01,0,0.75,0,0.5,0.25,0,0.75,0.75,0,0.25,0.5,0.5
2,3,12.344,0.25,0.25,0.25,0.75,0,0.5,0.25,0.5,0.25,0.25,0.25,0.25
2,4,12.344,0.75,0.5,0,0.75,0,0,0.5,0.25,0.75,0.75,0.5,0.75
2,5,988,0.75,0.25,0.25,0.25,0.5,0.75,0.5,0,0.75,0.75,0.5,0
2,6,988,0,0.25,0.75,0.25,0.5,0.75,0,0.75,0.5,0.25,0,0
2,7,12.344,0,0,0.5,0.75,0.75,0.25,0.25,0.25,0.75,0.75,0,0.5
2,8,883,0.75,0.5,0.5,0,0.75,0.5,0.25,0.75,0,0,0.5,0.25
2,9,988,0,0.5,0,0.25,0.5,0,0.5,0,0,0.5,0.5,0.25
2,10,98.043,0.25,0.25,0.25,0,0,0,0.5,0.75,0.25,0.5,0.25,0.5
2,11,12.344,0.5,0.75,0.75,0.75,0.75,0,0.25,0,0.5,0.75,0,0.25
2,12,78.054,0.25,0.75,0.5,0.5,0,0,0.75,0.25,0,0,0.5,0.5
2,13,988,0.75,0,0.25,0.25,0.5,0.75,0.25,0.25,0.5,0.25,0.5,0
2,14,833.01,0.25,0,0.5,0.5,0,0.75,0.5,0.75,0.5,0.5,0.75,0.5
2,15,595.01,0.75,0.5,0.25,0.5,0.5,0,0.75,0.75,0.5,0.25,0.5,0
2,16,947,0.25,0.25,0.5,0.25,0.75,0.75,0.25,0.25,0.5,0.25,0.25,0
2,17,126.03,0,0.5,0,0.5,0.5,0,0,0.75,0.5,0.75,0,0.5
2,18,12.344,0.5,0,0,0.75,0.75,0.5,0,0.25,0.75,0.75,0.25,0
2,19,962,0.75,0.5,0.75,0,0.75,0,0.5,0.75,0.5,0.25,0.75,0.75
2,20,801.01,0.5,0.5,0.25,0,0,0,0,0.25,0.75,0,0.75,0
2,21,12.344,0.75,0.75,0.75,0.75,0.25,0.75,0.5,0.25,0.75,0.25,0.25,0.5
2,22,12.344,0,0.75,0,0.75,0,0.5,0.25,0.25,0.75,0.5,0.5,0
