"tick","Total","Ave TSM"
290.1,18,0.599262
291.1,18,0.598962
292.1,18,0.598664
293.1,18,0.598365
294.1,18,0.598066
295.1,18,0.597768
296.1,18,0.597471
297.1,18,0.597173
298.1,18,0.596876
299.1,18,0.596579
300.1,18,0.596282
301.1,18,0.595986
302.1,18,0.59569
303.1,18,0.595394
304.1,18,0.595099
305.1,18,0.594804
306.1,18,0.594509
307.1,17,0.594215
308.1,17,0.59392
309.1,17,0.593626
310.1,17,0.593333
311.1,17,0.59304
312.1,17,0.592747
313.1,17,0.592454
314.1,17,0.592161
315.1,17,0.591869
316.1,17,0.591577
317.1,17,0.591286
318.1,17,0.590994
319.1,17,0.590703
320.1,18,0.590413
321.1,18,0.590122
322.1,18,0.589832
323.1,18,0.589542
324.1,18,0.589253
325.1,18,0.588964
326.1,18,0.588675
327.1,18,0.588386
328.1,18,0.588098
329.1,18,0.58781
330.1,18,0.587522
331.1,18,0.587234
332.1,18,0.586947
333.1,18,0.58666
334.1,18,0.586373
335.1,18,0.586087
336.1,18,0.585801
337.1,18,0.585515
338.1,18,0.58523
339.1,18,0.584944
340.1,18,0.584659
341.1,18,0.584375
342.1,18,0.58409
343.1,18,0.583806
344.1,18,0.583522
345.1,18,0.583239
346.1,18,0.582956
347.1,18,0.582673
348.1,18,0.58239
349.1,18,0.582108
350.1,18,0.581826
351.1,18,0.581544
352.1,18,0.581262
353.1,18,0.580981
354.1,18,0.5807
355.1,18,0.580419
356.1,18,0.580139
357.1,18,0.579859
358.1,18,0.579579
359.1,17,0.579299
360.1,17,0.57902
361.1,17,0.578741
362.1,17,0.578462
363.1,17,0.578184
364.1,17,0.577906
365.1,17,0.577628
366.1,17,0.57735
367.1,17,0.577073
368.1,17,0.576796
369.1,17,0.576519
370.1,17,0.576242
371.1,17,0.575966
372.1,18,0.57569
373.1,18,0.575414
374.1,18,0.575139
375.1,18,0.574864
376.1,18,0.574589
377.1,18,0.574314
378.1,18,0.57404
379.1,18,0.573766
380.1,18,0.573492
381.1,18,0.573219
382.1,18,0.572946
383.1,18,0.572673
384.1,18,0.5724
385.1,18,0.572128
386.1,18,0.571855
387.1,18,0.571584
388.1,18,0.571312
389.1,18,0.571041
390.1,18,0.57077
391.1,18,0.570499
392.1,18,0.570228
393.1,18,0.569958
394.1,18,0.569688
395.1,18,0.569418
396.1,18,0.569149
397.1,18,0.56888
398.1,18,0.568611
399.1,18,0.568342
400.1,18,0.568074
401.1,18,0.567806
402.1,18,0.567538
403.1,18,0.567271
404.1,18,0.567003
405.1,18,0.566736
406.1,18,0.566469
407.1,18,0.566203
408.1,18,0.565937
409.1,18,0.565671
410.1,18,0.565405
411.1,17,0.56514
412.1,17,0.564875
413.1,17,0.56461
414.1,17,0.564345
415.1,17,0.564081
416.1,17,0.563817
417.1,17,0.563553
418.1,17,0.563289
419.1,17,0.563026
420.1,17,0.562763
421.1,17,0.5625
422.1,17,0.562238
423.1,17,0.561976
424.1,18,0.561714
425.1,18,0.561452
426.1,18,0.56119
427.1,18,0.560929
428.1,18,0.560668
429.1,18,0.560408
430.1,18,0.560147
431.1,18,0.559887
432.1,18,0.559627
433.1,18,0.559368
434.1,18,0.559108
435.1,18,0.558849
436.1,18,0.55859
437.1,18,0.558332
438.1,18,0.558073
439.1,18,0.557815
440.1,18,0.557557
441.1,18,0.5573
442.1,18,0.557043
443.1,18,0.556786
444.1,18,0.556529
445.1,18,0.556272
446.1,18,0.556016
447.1,18,0.55576
448.1,18,0.555504
449.1,18,0.555249
450.1,18,0.554993
451.1,18,0.554738
452.1,18,0.554484
453.1,18,0.554229
454.1,18,0.553975
455.1,18,0.553721
456.1,18,0.553467
457.1,18,0.553214
458.1,18,0.552961
459.1,18,0.552708
460.1,18,0.552455
461.1,18,0.552203
462.1,18,0.55195
463.1,17,0.551698
464.1,17,0.551447
465.1,17,0.551195
466.1,17,0.550944
467.1,17,0.550693
468.1,17,0.550442
469.1,17,0.550192
470.1,17,0.549942
471.1,17,0.549692
472.1,17,0.549442
473.1,17,0.549193
474.1,17,0.548943
475.1,17,0.548694
476.1,18,0.548446
477.1,18,0.548197
478.1,18,0.547949
479.1,18,0.547701
480.1,18,0.547454
481.1,18,0.547206
482.1,18,0.546959
483.1,18,0.546712
484.1,18,0.546465
485.1,18,0.546219
486.1,18,0.545973
487.1,18,0.545727
488.1,18,0.545481
489.1,18,0.545235
490.1,18,0.54499
491.1,18,0.544745
492.1,18,0.5445
493.1,18,0.544256
494.1,18,0.544012
495.1,18,0.543768
496.1,18,0.543524
497.1,18,0.54328
498.1,18,0.543037
499.1,18,0.542794
500.1,18,0.542551
501.1,18,0.542309
502.1,18,0.542066
503.1,18,0.541824
504.1,18,0.541583
505.1,18,0.541341
506.1,18,0.5411
507.1,18,0.540859
508.1,18,0.540618
509.1,18,0.540377
510.1,18,0.540137
511.1,18,0.539896
512.1,18,0.539657
513.1,18,0.539417
514.1,18,0.539177
515.1,17,0.538938
516.1,17,0.538699
517.1,17,0.538461
518.1,17,0.538222
519.1,17,0.537984
520.1,17,0.537746
521.1,17,0.537508
522.1,17,0.537271
523.1,17,0.537033
524.1,17,0.536796
525.1,17,0.536559
526.1,17,0.536323
527.1,17,0.536087
528.1,18,0.53585
529.1,18,0.535615
530.1,18,0.535379
531.1,18,0.535144
532.1,18,0.534908
533.1,18,0.534674
534.1,18,0.534439
535.1,18,0.534204
536.1,18,0.53397
537.1,18,0.533736
538.1,18,0.533503
539.1,18,0.533269
540.1,18,0.533036
541.1,18,0.532803
542.1,18,0.53257
543.1,18,0.532337
544.1,18,0.532105
545.1,18,0.531873
546.1,18,0.531641
547.1,18,0.531409
548.1,18,0.531178
549.1,18,0.530947
550.1,18,0.530716
551.1,18,0.530485
552.1,18,0.530255
553.1,18,0.530024
554.1,18,0.529794
555.1,18,0.529565
556.1,18,0.529335
557.1,18,0.529106
558.1,18,0.528877
559.1,18,0.528648
560.1,18,0.528419
561.1,18,0.528191
562.1,18,0.527963
563.1,18,0.527735
564.1,18,0.527507
565.1,18,0.527279
566.1,18,0.527052
567.1,17,0.526825
568.1,17,0.526598
569.1,17,0.526372
570.1,17,0.526145
571.1,17,0.525919
572.1,17,0.525693
573.1,17,0.525467
574.1,17,0.525242
575.1,17,0.525017
576.1,17,0.524792
577.1,17,0.524567
578.1,17,0.524342
579.1,17,0.524118
580.1,18,0.523894
581.1,18,0.52367
582.1,18,0.523446
583.1,18,0.523223
584.1,18,0.523
585.1,18,0.522777
586.1,18,0.522554
587.1,18,0.522331
588.1,18,0.522109
589.1,18,0.521887
590.1,18,0.521665
591.1,18,0.521443
592.1,18,0.521222
593.1,18,0.521001
594.1,18,0.52078
595.1,18,0.520559
596.1,18,0.520338
597.1,18,0.520118
598.1,18,0.519898
599.1,18,0.519678
600.1,18,0.519458
601.1,18,0.519239
602.1,18,0.51902
603.1,18,0.5188
604.1,18,0.518582
605.1,18,0.518363
606.1,18,0.518145
607.1,18,0.517927
608.1,18,0.517709
609.1,18,0.517491
610.1,18,0.517273
611.1,18,0.517056
612.1,18,0.516839
613.1,18,0.516622
614.1,18,0.516406
615.1,18,0.516189
616.1,18,0.515973
617.1,18,0.515757
618.1,18,0.515541
619.1,17,0.515326
620.1,17,0.51511
621.1,17,0.514895
622.1,17,0.51468
623.1,17,0.514466
624.1,17,0.514251
625.1,17,0.514037
626.1,17,0.513823
627.1,17,0.513609
628.1,17,0.513396
629.1,17,0.513182
630.1,17,0.512969
631.1,17,0.512756
632.1,18,0.512543
633.1,18,0.512331
634.1,18,0.512118
635.1,18,0.511906
636.1,18,0.511694
637.1,18,0.511483
638.1,18,0.511271
639.1,18,0.51106
640.1,18,0.510849
641.1,18,0.510638
642.1,18,0.510427
643.1,18,0.510217
644.1,18,0.510007
645.1,18,0.509797
646.1,18,0.509587
647.1,18,0.509377
648.1,18,0.509168
649.1,18,0.508959
650.1,18,0.50875
651.1,18,0.508541
652.1,18,0.508333
