"tick","Total","Ave TSM"
1.1,4800,0.6996
5.1,4800,0.698004
9.1,4800,0.696414
13.1,4800,0.694831
17.1,4800,0.693254
21.1,4800,0.691683
25.1,4800,0.690119
29.1,4800,0.688561
33.1,4800,0.687009
37.1,4800,0.685463
41.1,4800,0.683924
45.1,4800,0.68239
49.1,4800,0.680863
53.1,4800,0.679342
57.1,4800,0.677827
61.1,4800,0.676318
65.1,4800,0.674815
69.1,4800,0.673318
73.1,4800,0.671827
77.1,4800,0.670342
81.1,4800,0.668863
85.1,4800,0.667389
89.1,4800,0.665922
93.1,4800,0.66446
97.1,4800,0.663005
101.1,4800,0.661555
105.1,4800,0.660111
109.1,4800,0.658673
113.1,4800,0.65724
117.1,4800,0.655813
121.1,4800,0.654392
125.1,4800,0.652976
129.1,4800,0.651567
133.1,4800,0.650163
137.1,4800,0.648764
141.1,4800,0.647371
145.1,4800,0.645984
149.1,4800,0.644602
153.1,4800,0.643225
157.1,4800,0.641855
161.1,4800,0.640489
165.1,4800,0.639129
169.1,4800,0.637775
173.1,4800,0.636426
177.1,4800,0.635082
181.1,4800,0.633744
185.1,4800,0.632411
189.1,4800,0.631083
193.1,4800,0.629761
197.1,4800,0.628444
201.1,4800,0.627132
205.1,4800,0.625825
209.1,4800,0.624524
213.1,4800,0.623228
217.1,4800,0.621937
221.1,4800,0.620651
225.1,4800,0.61937
229.1,4800,0.618095
233.1,4800,0.616824
237.1,4800,0.615559
241.1,4800,0.614299
245.1,4800,0.613043
249.1,4800,0.611793
253.1,4800,0.610548
257.1,4800,0.609307
261.1,4800,0.608072
265.1,4800,0.606842
269.1,4800,0.605616
273.1,4800,0.604395
277.1,4800,0.60318
281.1,4800,0.601969
285.1,4800,0.600763
289.1,4800,0.599561
293.1,4800,0.598365
297.1,4800,0.597173
301.1,4800,0.595986
305.1,4800,0.594804
309.1,4800,0.593626
313.1,4800,0.592454
317.1,4800,0.591286
321.1,4800,0.590122
325.1,4800,0.588964
329.1,4800,0.58781
333.1,4800,0.58666
