"tick","Total"
365.1,744
366.1,744
367.1,744
368.1,752
369.1,752
370.1,752
371.1,752
372.1,660
373.1,660
374.1,660
375.1,660
376.1,577
377.1,577
378.1,577
379.1,577
380.1,577
381.1,387
382.1,387
383.1,387
384.1,387
385.1,270
386.1,270
387.1,270
388.1,270
389.1,270
390.1,152
391.1,152
392.1,152
393.1,152
394.1,168
395.1,168
396.1,168
397.1,168
398.1,320
399.1,320
400.1,320
401.1,320
402.1,320
403.1,509
404.1,509
405.1,509
406.1,509
407.1,700
408.1,700
409.1,700
410.1,700
411.1,760
412.1,760
413.1,760
414.1,760
415.1,760
416.1,744
417.1,744
418.1,744
419.1,744
420.1,752
421.1,752
422.1,752
423.1,752
424.1,660
425.1,660
426.1,660
427.1,660
428.1,577
429.1,577
430.1,577
431.1,577
432.1,577
433.1,387
434.1,387
435.1,387
436.1,387
437.1,270
438.1,270
439.1,270
440.1,270
441.1,270
442.1,152
443.1,152
444.1,152
445.1,152
446.1,168
447.1,168
448.1,168
449.1,168
450.1,320
451.1,320
452.1,320
453.1,320
454.1,320
455.1,509
456.1,509
457.1,509
458.1,509
459.1,700
460.1,700
461.1,700
462.1,700
463.1,760
464.1,760
465.1,760
466.1,760
467.1,760
468.1,744
469.1,744
470.1,744
471.1,744
472.1,752
473.1,752
474.1,752
475.1,752
476.1,660
477.1,660
478.1,660
479.1,660
480.1,577
481.1,577
482.1,577
483.1,577
484.1,577
485.1,387
486.1,387
487.1,387
488.1,387
489.1,270
490.1,270
491.1,270
492.1,270
493.1,270
494.1,152
495.1,152
496.1,152
497.1,152
498.1,168
499.1,168
500.1,168
501.1,168
502.1,320
503.1,320
504.1,320
505.1,320
506.1,320
507.1,509
508.1,509
509.1,509
510.1,509
511.1,700
512.1,700
513.1,700
514.1,700
515.1,760
516.1,760
517.1,760
518.1,760
519.1,760
520.1,744
521.1,744
522.1,744
523.1,744
524.1,752
525.1,752
526.1,752
527.1,752
528.1,660
529.1,660
530.1,660
531.1,660
532.1,577
533.1,577
534.1,577
535.1,577
536.1,577
537.1,387
538.1,387
539.1,387
540.1,387
541.1,270
542.1,270
543.1,270
544.1,270
545.1,270
546.1,152
547.1,152
548.1,152
549.1,152
550.1,168
551.1,168
552.1,168
553.1,168
554.1,320
555.1,320
556.1,320
557.1,320
558.1,320
559.1,509
560.1,509
561.1,509
562.1,509
563.1,700
564.1,700
565.1,700
566.1,700
567.1,760
568.1,760
569.1,760
570.1,760
571.1,760
572.1,744
573.1,744
574.1,744
575.1,744
576.1,752
577.1,752
578.1,752
579.1,752
580.1,660
581.1,660
582.1,660
583.1,660
584.1,577
585.1,577
586.1,577
587.1,577
588.1,577
589.1,387
590.1,387
591.1,387
592.1,387
593.1,270
594.1,270
595.1,270
596.1,270
597.1,270
598.1,152
599.1,152
600.1,152
601.1,152
602.1,168
603.1,168
604.1,168
605.1,168
606.1,320
607.1,320
608.1,320
609.1,320
610.1,320
611.1,509
612.1,509
613.1,509
614.1,509
615.1,700
616.1,700
617.1,700
618.1,700
619.1,760
620.1,760
621.1,760
622.1,760
623.1,760
624.1,744
625.1,744
626.1,744
627.1,744
628.1,752
629.1,752
630.1,752
631.1,752
632.1,660
633.1,660
634.1,660
635.1,660
636.1,577
637.1,577
638.1,577
639.1,577
640.1,577
641.1,387
642.1,387
643.1,387
644.1,387
645.1,270
646.1,270
647.1,270
648.1,270
649.1,270
650.1,152
651.1,152
652.1,152
653.1,152
654.1,168
655.1,168
656.1,168
657.1,168
658.1,320
659.1,320
660.1,320
661.1,320
662.1,320
663.1,509
664.1,509
665.1,509
666.1,509
667.1,700
668.1,700
669.1,700
670.1,700
671.1,760
672.1,760
673.1,760
674.1,760
675.1,760
676.1,744
677.1,744
678.1,744
679.1,744
680.1,752
681.1,752
682.1,752
683.1,752
684.1,660
685.1,660
686.1,660
687.1,660
688.1,577
689.1,577
690.1,577
691.1,577
692.1,577
693.1,387
694.1,387
695.1,387
696.1,387
697.1,270
698.1,270
699.1,270
700.1,270
701.1,270
702.1,152
703.1,152
704.1,152
705.1,152
706.1,168
707.1,168
708.1,168
709.1,168
710.1,320
711.1,320
712.1,320
713.1,320
714.1,320
715.1,509
716.1,509
717.1,509
718.1,509
719.1,700
720.1,700
721.1,700
722.1,700
723.1,760
724.1,760
725.1,760
726.1,760
727.1,760
728.1,744
729.1,744
730.1,744
731.1,744
732.1,752
733.1,752
734.1,752
735.1,752
736.1,660
737.1,660
738.1,660
739.1,660
740.1,577
741.1,577
742.1,577
743.1,577
744.1,577
745.1,387
746.1,387
747.1,387
748.1,387
749.1,270
750.1,270
751.1,270
752.1,270
753.1,270
754.1,152
755.1,152
756.1,152
757.1,152
758.1,168
759.1,168
760.1,168
761.1,168
762.1,320
763.1,320
764.1,320
765.1,320
766.1,320
767.1,509
768.1,509
769.1,509
770.1,509
771.1,700
772.1,700
773.1,700
774.1,700
775.1,760
776.1,760
777.1,760
778.1,760
779.1,760
780.1,744
781.1,744
782.1,744
783.1,744
784.1,752
785.1,752
786.1,752
787.1,752
788.1,660
789.1,660
790.1,660
791.1,660
792.1,577
793.1,577
794.1,577
795.1,577
796.1,577
797.1,387
798.1,387
799.1,387
800.1,387
801.1,270
802.1,270
803.1,270
804.1,270
805.1,270
806.1,152
807.1,152
808.1,152
809.1,152
810.1,168
811.1,168
812.1,168
813.1,168
814.1,320
815.1,320
816.1,320
817.1,320
818.1,320
819.1,509
820.1,509
821.1,509
822.1,509
823.1,700
824.1,700
825.1,700
826.1,700
827.1,760
828.1,760
829.1,760
830.1,760
831.1,760
832.1,744
833.1,744
834.1,744
835.1,744
836.1,752
837.1,752
838.1,752
839.1,752
840.1,660
841.1,660
842.1,660
843.1,660
844.1,577
845.1,577
846.1,577
847.1,577
848.1,577
849.1,387
850.1,387
851.1,387
852.1,387
853.1,270
854.1,270
855.1,270
856.1,270
857.1,270
858.1,152
859.1,152
860.1,152
861.1,152
862.1,168
863.1,168
864.1,168
865.1,168
866.1,320
867.1,320
868.1,320
869.1,320
870.1,320
871.1,509
872.1,509
873.1,509
874.1,509
875.1,700
876.1,700
877.1,700
878.1,700
879.1,760
880.1,760
881.1,760
882.1,760
883.1,760
884.1,744
885.1,744
886.1,744
887.1,744
888.1,752
889.1,752
890.1,752
891.1,752
892.1,660
893.1,660
894.1,660
895.1,660
896.1,577
897.1,577
898.1,577
899.1,577
900.1,577
901.1,387
902.1,387
903.1,387
904.1,387
905.1,270
906.1,270
907.1,270
908.1,270
909.1,270
910.1,152
911.1,152
912.1,152
913.1,152
914.1,168
915.1,168
916.1,168
917.1,168
918.1,320
919.1,320
920.1,320
921.1,320
922.1,320
923.1,509
924.1,509
925.1,509
926.1,509
927.1,700
928.1,700
929.1,700
930.1,700
931.1,760
932.1,760
933.1,760
934.1,760
935.1,760
936.1,744
937.1,744
938.1,744
939.1,744
940.1,752
941.1,752
942.1,752
943.1,752
944.1,660
945.1,660
946.1,660
947.1,660
948.1,577
949.1,577
950.1,577
951.1,577
952.1,577
953.1,387
954.1,387
955.1,387
956.1,387
957.1,270
958.1,270
959.1,270
960.1,270
961.1,270
962.1,152
963.1,152
964.1,152
965.1,152
966.1,168
967.1,168
968.1,168
969.1,168
970.1,320
971.1,320
972.1,320
973.1,320
974.1,320
975.1,509
976.1,509
977.1,509
978.1,509
979.1,700
980.1,700
981.1,700
982.1,700
983.1,760
984.1,760
985.1,760
986.1,760
987.1,760
988.1,744
989.1,744
990.1,744
991.1,744
992.1,752
993.1,752
994.1,752
995.1,752
996.1,660
997.1,660
998.1,660
999.1,660
1000.1,577
1001.1,577
1002.1,577
1003.1,577
1004.1,577
1005.1,387
1006.1,387
1007.1,387
1008.1,387
1009.1,270
1010.1,270
1011.1,270
1012.1,270
1013.1,270
1014.1,152
1015.1,152
1016.1,152
1017.1,152
1018.1,168
1019.1,168
1020.1,168
1021.1,168
1022.1,320
1023.1,320
1024.1,320
1025.1,320
1026.1,320
1027.1,509
1028.1,509
1029.1,509
1030.1,509
1031.1,700
1032.1,700
1033.1,700
1034.1,700
1035.1,760
1036.1,760
1037.1,760
1038.1,760
1039.1,760
1040.1,744
1041.1,744
1042.1,744
1043.1,744
1044.1,752
1045.1,752
1046.1,752
1047.1,752
1048.1,660
1049.1,660
1050.1,660
1051.1,660
1052.1,577
1053.1,577
1054.1,577
1055.1,577
1056.1,577
1057.1,387
1058.1,387
1059.1,387
1060.1,387
1061.1,270
1062.1,270
1063.1,270
1064.1,270
1065.1,270
1066.1,152
1067.1,152
1068.1,152
1069.1,152
1070.1,168
1071.1,168
1072.1,168
1073.1,168
1074.1,320
1075.1,320
1076.1,320
1077.1,320
1078.1,320
1079.1,509
1080.1,509
1081.1,509
1082.1,509
1083.1,700
1084.1,700
1085.1,700
1086.1,700
1087.1,760
1088.1,760
1089.1,760
1090.1,760
1091.1,760
1092.1,744
1093.1,744
1094.1,744
1095.1,744
1096.1,752
1097.1,752
1098.1,752
1099.1,752
1100.1,660
1101.1,660
1102.1,660
1103.1,660
1104.1,577
1105.1,577
1106.1,577
1107.1,577
1108.1,577
1109.1,387
1110.1,387
1111.1,387
1112.1,387
1113.1,270
1114.1,270
1115.1,270
1116.1,270
1117.1,270
1118.1,152
1119.1,152
1120.1,152
1121.1,152
1122.1,168
1123.1,168
1124.1,168
1125.1,168
1126.1,320
1127.1,320
1128.1,320
1129.1,320
1130.1,320
1131.1,509
1132.1,509
1133.1,509
1134.1,509
1135.1,700
1136.1,700
1137.1,700
1138.1,700
1139.1,760
1140.1,760
1141.1,760
1142.1,760
1143.1,760
1144.1,744
1145.1,744
1146.1,744
1147.1,744
1148.1,752
1149.1,752
1150.1,752
1151.1,752
1152.1,660
1153.1,660
1154.1,660
1155.1,660
1156.1,577
1157.1,577
1158.1,577
1159.1,577
1160.1,577
1161.1,387
1162.1,387
1163.1,387
1164.1,387
1165.1,270
1166.1,270
1167.1,270
1168.1,270
1169.1,270
1170.1,152
1171.1,152
1172.1,152
1173.1,152
1174.1,168
1175.1,168
1176.1,168
1177.1,168
1178.1,320
1179.1,320
1180.1,320
1181.1,320
1182.1,320
1183.1,509
1184.1,509
1185.1,509
1186.1,509
1187.1,700
1188.1,700
1189.1,700
1190.1,700
1191.1,760
1192.1,760
1193.1,760
1194.1,760
1195.1,760
1196.1,744
1197.1,744
1198.1,744
1199.1,744
1200.1,752
1201.1,752
1202.1,752
1203.1,752
1204.1,660
1205.1,660
1206.1,660
1207.1,660
1208.1,577
1209.1,577
1210.1,577
1211.1,577
1212.1,577
1213.1,387
1214.1,387
1215.1,387
1216.1,387
1217.1,270
1218.1,270
1219.1,270
1220.1,270
1221.1,270
1222.1,152
1223.1,152
1224.1,152
1225.1,152
1226.1,168
1227.1,168
1228.1,168
1229.1,168
1230.1,320
1231.1,320
1232.1,320
1233.1,320
1234.1,320
1235.1,509
1236.1,509
1237.1,509
1238.1,509
1239.1,700
1240.1,700
1241.1,700
1242.1,700
1243.1,760
1244.1,760
1245.1,760
1246.1,760
1247.1,760
1248.1,744
1249.1,744
1250.1,744
1251.1,744
1252.1,752
1253.1,752
1254.1,752
1255.1,752
1256.1,660
1257.1,660
1258.1,660
1259.1,660
1260.1,577
1261.1,577
1262.1,577
1263.1,577
1264.1,577
1265.1,387
1266.1,387
1267.1,387
1268.1,387
1269.1,270
1270.1,270
1271.1,270
1272.1,270
1273.1,270
1274.1,152
1275.1,152
1276.1,152
1277.1,152
1278.1,168
1279.1,168
1280.1,168
1281.1,168
1282.1,320
1283.1,320
1284.1,320
1285.1,320
1286.1,320
1287.1,509
1288.1,509
1289.1,509
1290.1,509
1291.1,700
1292.1,700
1293.1,700
1294.1,700
1295.1,760
1296.1,760
1297.1,760
1298.1,760
1299.1,760
1300.1,744
1301.1,744
1302.1,744
1303.1,744
1304.1,752
1305.1,752
1306.1,752
1307.1,752
1308.1,660
1309.1,660
1310.1,660
1311.1,660
1312.1,577
1313.1,577
1314.1,577
1315.1,577
1316.1,577
1317.1,387
1318.1,387
1319.1,387
1320.1,387
1321.1,270
1322.1,270
1323.1,270
1324.1,270
1325.1,270
1326.1,152
1327.1,152
1328.1,152
1329.1,152
1330.1,168
1331.1,168
1332.1,168
1333.1,168
1334.1,320
1335.1,320
1336.1,320
1337.1,320
1338.1,320
1339.1,509
1340.1,509
1341.1,509
1342.1,509
1343.1,700
1344.1,700
1345.1,700
1346.1,700
1347.1,760
1348.1,760
1349.1,760
1350.1,760
1351.1,760
1352.1,744
1353.1,744
1354.1,744
1355.1,744
1356.1,752
1357.1,752
1358.1,752
1359.1,752
1360.1,660
1361.1,660
1362.1,660
1363.1,660
1364.1,577
1365.1,577
1366.1,577
1367.1,577
1368.1,577
1369.1,387
1370.1,387
1371.1,387
1372.1,387
1373.1,270
1374.1,270
1375.1,270
1376.1,270
1377.1,270
1378.1,152
1379.1,152
1380.1,152
1381.1,152
1382.1,168
1383.1,168
1384.1,168
1385.1,168
1386.1,320
1387.1,320
1388.1,320
1389.1,320
1390.1,320
1391.1,509
1392.1,509
1393.1,509
1394.1,509
1395.1,700
1396.1,700
1397.1,700
1398.1,700
1399.1,760
1400.1,760
1401.1,760
1402.1,760
1403.1,760
1404.1,744
1405.1,744
1406.1,744
1407.1,744
1408.1,752
1409.1,752
1410.1,752
1411.1,752
1412.1,660
1413.1,660
1414.1,660
1415.1,660
1416.1,577
1417.1,577
1418.1,577
1419.1,577
1420.1,577
1421.1,387
1422.1,387
1423.1,387
1424.1,387
1425.1,270
1426.1,270
1427.1,270
1428.1,270
1429.1,270
1430.1,152
1431.1,152
1432.1,152
1433.1,152
1434.1,168
1435.1,168
1436.1,168
1437.1,168
1438.1,320
1439.1,320
1440.1,320
1441.1,320
1442.1,320
1443.1,509
1444.1,509
1445.1,509
1446.1,509
1447.1,700
1448.1,700
1449.1,700
1450.1,700
1451.1,760
1452.1,760
1453.1,760
1454.1,760
1455.1,760
1456.1,744
1457.1,744
1458.1,744
1459.1,744
1460.1,752
1461.1,752
1462.1,752
1463.1,752
1464.1,660
1465.1,660
1466.1,660
1467.1,660
1468.1,577
1469.1,577
1470.1,577
1471.1,577
1472.1,577
1473.1,387
1474.1,387
1475.1,387
1476.1,387
1477.1,270
1478.1,270
1479.1,270
1480.1,270
1481.1,270
1482.1,152
1483.1,152
1484.1,152
1485.1,152
1486.1,168
1487.1,168
1488.1,168
1489.1,168
1490.1,320
1491.1,320
1492.1,320
1493.1,320
1494.1,320
1495.1,509
1496.1,509
1497.1,509
1498.1,509
1499.1,700
1500.1,700
1501.1,700
1502.1,700
1503.1,760
1504.1,760
1505.1,760
1506.1,760
1507.1,760
1508.1,744
1509.1,744
1510.1,744
1511.1,744
1512.1,752
1513.1,752
1514.1,752
1515.1,752
1516.1,660
1517.1,660
1518.1,660
1519.1,660
1520.1,577
1521.1,577
1522.1,577
1523.1,577
1524.1,577
1525.1,387
1526.1,387
1527.1,387
1528.1,387
1529.1,270
1530.1,270
1531.1,270
1532.1,270
1533.1,270
1534.1,152
1535.1,152
1536.1,152
1537.1,152
1538.1,168
1539.1,168
1540.1,168
1541.1,168
1542.1,320
1543.1,320
1544.1,320
1545.1,320
1546.1,320
1547.1,509
1548.1,509
1549.1,509
1550.1,509
1551.1,700
1552.1,700
1553.1,700
1554.1,700
1555.1,760
1556.1,760
1557.1,760
1558.1,760
1559.1,760
1560.1,744
1561.1,744
1562.1,744
1563.1,744
1564.1,752
1565.1,752
1566.1,752
1567.1,752
1568.1,660
1569.1,660
1570.1,660
1571.1,660
1572.1,577
1573.1,577
1574.1,577
1575.1,577
1576.1,577
1577.1,387
1578.1,387
1579.1,387
1580.1,387
1581.1,270
1582.1,270
1583.1,270
1584.1,270
1585.1,270
1586.1,152
1587.1,152
1588.1,152
1589.1,152
1590.1,168
1591.1,168
1592.1,168
1593.1,168
1594.1,320
1595.1,320
1596.1,320
1597.1,320
1598.1,320
1599.1,509
1600.1,509
1601.1,509
1602.1,509
1603.1,700
1604.1,700
1605.1,700
1606.1,700
1607.1,760
1608.1,760
1609.1,760
1610.1,760
1611.1,760
1612.1,744
1613.1,744
1614.1,744
1615.1,744
1616.1,752
1617.1,752
1618.1,752
1619.1,752
1620.1,660
1621.1,660
1622.1,660
1623.1,660
1624.1,577
1625.1,577
1626.1,577
1627.1,577
1628.1,577
1629.1,387
1630.1,387
1631.1,387
1632.1,387
1633.1,270
1634.1,270
1635.1,270
1636.1,270
1637.1,270
1638.1,152
1639.1,152
1640.1,152
1641.1,152
1642.1,168
1643.1,168
1644.1,168
1645.1,168
1646.1,320
1647.1,320
1648.1,320
1649.1,320
1650.1,320
1651.1,509
1652.1,509
1653.1,509
1654.1,509
1655.1,700
1656.1,700
1657.1,700
1658.1,700
1659.1,760
1660.1,760
1661.1,760
1662.1,760
1663.1,760
1664.1,744
1665.1,744
1666.1,744
1667.1,744
1668.1,752
1669.1,752
1670.1,752
1671.1,752
1672.1,660
1673.1,660
1674.1,660
1675.1,660
1676.1,577
1677.1,577
1678.1,577
1679.1,577
1680.1,577
1681.1,387
1682.1,387
1683.1,387
1684.1,387
1685.1,270
1686.1,270
1687.1,270
1688.1,270
1689.1,270
1690.1,152
1691.1,152
1692.1,152
1693.1,152
1694.1,168
1695.1,168
1696.1,168
1697.1,168
1698.1,320
1699.1,320
1700.1,320
1701.1,320
1702.1,320
1703.1,509
1704.1,509
1705.1,509
1706.1,509
1707.1,700
1708.1,700
1709.1,700
1710.1,700
1711.1,760
1712.1,760
1713.1,760
1714.1,760
1715.1,760
1716.1,744
1717.1,744
1718.1,744
1719.1,744
1720.1,752
1721.1,752
1722.1,752
1723.1,752
1724.1,660
1725.1,660
1726.1,660
1727.1,660
1728.1,577
1729.1,577
1730.1,577
1731.1,577
1732.1,577
1733.1,387
1734.1,387
1735.1,387
1736.1,387
1737.1,270
1738.1,270
1739.1,270
1740.1,270
1741.1,270
1742.1,152
1743.1,152
1744.1,152
1745.1,152
1746.1,168
1747.1,168
1748.1,168
1749.1,168
1750.1,320
1751.1,320
1752.1,320
1753.1,320
1754.1,320
1755.1,509
1756.1,509
1757.1,509
1758.1,509
1759.1,700
1760.1,700
1761.1,700
1762.1,700
1763.1,760
1764.1,760
1765.1,760
1766.1,760
1767.1,760
1768.1,744
1769.1,744
1770.1,744
1771.1,744
1772.1,752
1773.1,752
1774.1,752
1775.1,752
1776.1,660
1777.1,660
1778.1,660
1779.1,660
1780.1,577
1781.1,577
1782.1,577
1783.1,577
1784.1,577
1785.1,387
1786.1,387
1787.1,387
1788.1,387
1789.1,270
1790.1,270
1791.1,270
1792.1,270
1793.1,270
1794.1,152
1795.1,152
1796.1,152
1797.1,152
1798.1,168
1799.1,168
1800.1,168
1801.1,168
1802.1,320
1803.1,320
1804.1,320
1805.1,320
1806.1,320
1807.1,509
1808.1,509
1809.1,509
1810.1,509
1811.1,700
1812.1,700
1813.1,700
1814.1,700
1815.1,760
1816.1,760
1817.1,760
1818.1,760
1819.1,760
1820.1,744
1821.1,744
1822.1,744
1823.1,744
1824.1,752
1825.1,752
1826.1,752
1827.1,752
1828.1,660
1829.1,660
1830.1,660
1831.1,660
1832.1,577
1833.1,577
1834.1,577
1835.1,577
1836.1,577
1837.1,387
1838.1,387
1839.1,387
1840.1,387
1841.1,270
1842.1,270
1843.1,270
1844.1,270
1845.1,270
1846.1,152
1847.1,152
1848.1,152
1849.1,152
1850.1,168
1851.1,168
1852.1,168
1853.1,168
1854.1,320
1855.1,320
1856.1,320
1857.1,320
1858.1,320
1859.1,509
1860.1,509
1861.1,509
1862.1,509
1863.1,700
1864.1,700
1865.1,700
1866.1,700
1867.1,760
1868.1,760
1869.1,760
1870.1,760
1871.1,760
1872.1,744
1873.1,744
1874.1,744
1875.1,744
1876.1,752
1877.1,752
1878.1,752
1879.1,752
1880.1,660
1881.1,660
1882.1,660
1883.1,660
1884.1,577
1885.1,577
1886.1,577
1887.1,577
1888.1,577
1889.1,387
1890.1,387
1891.1,387
1892.1,387
1893.1,270
1894.1,270
1895.1,270
1896.1,270
1897.1,270
1898.1,152
1899.1,152
1900.1,152
1901.1,152
1902.1,168
1903.1,168
1904.1,168
1905.1,168
1906.1,320
1907.1,320
1908.1,320
1909.1,320
1910.1,320
1911.1,509
1912.1,509
1913.1,509
1914.1,509
1915.1,700
1916.1,700
1917.1,700
1918.1,700
1919.1,760
1920.1,760
1921.1,760
1922.1,760
1923.1,760
1924.1,744
1925.1,744
1926.1,744
1927.1,744
1928.1,752
1929.1,752
1930.1,752
1931.1,752
1932.1,660
1933.1,660
1934.1,660
1935.1,660
1936.1,577
1937.1,577
1938.1,577
1939.1,577
1940.1,577
1941.1,387
1942.1,387
1943.1,387
1944.1,387
1945.1,270
1946.1,270
1947.1,270
1948.1,270
1949.1,270
1950.1,152
1951.1,152
1952.1,152
1953.1,152
1954.1,168
1955.1,168
1956.1,168
1957.1,168
1958.1,320
1959.1,320
1960.1,320
1961.1,320
1962.1,320
1963.1,509
1964.1,509
1965.1,509
1966.1,509
1967.1,700
1968.1,700
1969.1,700
1970.1,700
1971.1,760
1972.1,760
1973.1,760
1974.1,760
1975.1,760
1976.1,744
1977.1,744
1978.1,744
1979.1,744
1980.1,752
1981.1,752
1982.1,752
1983.1,752
1984.1,660
1985.1,660
1986.1,660
1987.1,660
1988.1,577
1989.1,577
1990.1,577
1991.1,577
1992.1,577
1993.1,387
1994.1,387
1995.1,387
1996.1,387
1997.1,270
1998.1,270
1999.1,270
