"tick","Total","Ave TSM"
1.1,1613,0.6996
2.1,1613,0.6992
3.1,1613,0.698801
4.1,1613,0.698402
5.1,1613,0.698004
6.1,1613,0.697606
7.1,1613,0.697208
8.1,1610,0.696811
9.1,1610,0.696414
10.1,1610,0.696018
11.1,1610,0.695622
12.1,1607,0.695226
13.1,1607,0.694831
14.1,1607,0.694436
15.1,1607,0.694042
16.1,1607,0.693648
17.1,1606,0.693254
18.1,1606,0.692861
19.1,1606,0.692468
20.1,1606,0.692076
21.1,1606,0.691683
22.1,1606,0.691292
23.1,1606,0.690901
24.1,1606,0.69051
25.1,1606,0.690119
26.1,1609,0.689729
27.1,1609,0.689339
28.1,1609,0.68895
29.1,1609,0.688561
30.1,1608,0.688172
31.1,1608,0.687784
32.1,1608,0.687396
